class,sensor_max_prob,sensor_entropy,cond_max_prob,cond_entropy,n_samples
C0 Normal(L12),0.07792207792207792,2.6542659505732487,0.4069264069264069,1.0734193621416181,1617
C1 L13,0.07042253521126761,2.7066641978985064,0.5492957746478874,0.6882791294244104,994
C2 L10,0.06944444444444445,2.704418798467657,0.5138888888888888,0.6927613285714991,504
C3 L9,0.07281553398058252,2.7068316337538447,0.6650485436893204,0.6376298793095031,1442
C4 L11,0.07157894736842105,2.7056458723249457,0.3936842105263158,1.0906336638444902,3325
C5 L7,0.0707070707070707,2.705264493743734,0.7575757575757576,0.5538582296029526,693
