,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
C0 Normal(L12),0.06926406926406926,0.06926406926406926,0.06926406926406926,0.06493506493506493,0.06493506493506493,0.06926406926406926,0.06926406926406926,0.004329004329004329,0.0735930735930736,0.0735930735930736,0.0735930735930736,0.07792207792207792,0.0735930735930736,0.0735930735930736,0.0735930735930736
C1 L13,0.06338028169014084,0.06338028169014084,0.07042253521126761,0.06338028169014084,0.06338028169014084,0.06338028169014084,0.06338028169014084,0.06338028169014084,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.06338028169014084
C2 L10,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.05555555555555555,0.05555555555555555,0.06944444444444445,0.06944444444444445,0.05555555555555555,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.06944444444444445
C3 L9,0.06310679611650485,0.06310679611650485,0.06310679611650485,0.06310679611650485,0.06310679611650485,0.06796116504854369,0.06796116504854369,0.06796116504854369,0.07281553398058252,0.07281553398058252,0.06796116504854369,0.06796116504854369,0.06310679611650485,0.06796116504854369,0.06796116504854369
C4 L11,0.06526315789473684,0.06526315789473684,0.06526315789473684,0.06526315789473684,0.06526315789473684,0.06736842105263158,0.06736842105263158,0.05263157894736842,0.07157894736842105,0.07157894736842105,0.07157894736842105,0.07157894736842105,0.06736842105263158,0.06736842105263158,0.06526315789473684
C5 L7,0.0707070707070707,0.0707070707070707,0.0707070707070707,0.0707070707070707,0.0707070707070707,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.0707070707070707,0.0707070707070707,0.0707070707070707,0.0707070707070707,0.06060606060606061,0.06060606060606061,0.06060606060606061
