,0,3,7,10,11,12
C0 Normal(L12),0.0,0.4069264069264069,0.23376623376623376,0.0,0.0,0.3593073593073593
C1 L13,0.4507042253521127,0.0,0.0,0.0,0.5492957746478874,0.0
C2 L10,0.5138888888888888,0.0,0.0,0.0,0.0,0.4861111111111111
C3 L9,0.33495145631067963,0.0,0.0,0.6650485436893204,0.0,0.0
C4 L11,0.0,0.3031578947368421,0.3031578947368421,0.0,0.0,0.3936842105263158
C5 L7,0.24242424242424243,0.0,0.0,0.0,0.0,0.7575757575757576
